sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id,sample_origin
HCM-BROD-0227-C43-85M-01D-A78T-36,wxs_GRCh38_Illumina_HiSeq_X_Ten,mut,BROD,mutation,Illumina HiSeq X Ten,WES,wxs_GRCh38_Illumina_HiSeq_X_Ten,HCM-BROD-0227-C43,cell
HCM-BROD-0047-C71-85B-01D-A77E-36,wxs_GRCh38_Illumina_HiSeq_X_Ten,mut,BROD,mutation,Illumina HiSeq X Ten,WES,wxs_GRCh38_Illumina_HiSeq_X_Ten,HCM-BROD-0047-C71,cell
HCM-BROD-0196-C71-85A-01D-A786-36,wxs_GRCh38_Illumina_HiSeq_X_Ten,mut,BROD,mutation,Illumina HiSeq X Ten,WES,wxs_GRCh38_Illumina_HiSeq_X_Ten,HCM-BROD-0196-C71,cell
HCM-BROD-0643-C43-85N-01D-A80U-36,wxs_GRCh38_Other,mut,BROD,mutation,Other,WES,wxs_GRCh38_Other,HCM-BROD-0643-C43,cell
HCM-BROD-0194-C15-85B-01D-A79C-36,wxs_GRCh38_Other,mut,BROD,mutation,Other,WES,wxs_GRCh38_Other,HCM-BROD-0194-C15,cell
HCM-BROD-0557-C43-85M-01D-A80U-36,wxs_GRCh38_Other,mut,BROD,mutation,Other,WES,wxs_GRCh38_Other,HCM-BROD-0557-C43,cell
ALL-54_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-54,patient
ALL-54_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-54,patient
ALL-54_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-54,patient
ALL-81_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-81,patient
ALL-81_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-81,patient
ALL-81_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-81,patient
ALL-52_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-52,patient
ALL-52_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-52,patient
ALL-52_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-52,patient
ALL-61_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-61,patient
ALL-61_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-61,patient
ALL-61_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-61,patient
ALL-03_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-03,patient
ALL-03_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-03,patient
ALL-03_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-03,patient
ALL-10_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-10,patient
ALL-10_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-10,patient
ALL-10_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-10,patient
ALL-123_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-123,patient
ALL-123_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-123,patient
ALL-123_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-123,patient
ALL-56_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-56,patient
ALL-56_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-56,patient
ALL-56_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-56,patient
ALL-93_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-93,patient
ALL-93_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-93,patient
ALL-93_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-93,patient
ETP-2_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ETP-2,patient
ETP-2_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ETP-2,patient
ETP-2_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ETP-2,patient
MLL-86_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,MLL-86,patient
MLL-86_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,MLL-86,patient
MLL-86_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,MLL-86,patient
ALL-121_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-121,patient
ALL-121_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-121,patient
ALL-121_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-121,patient
ALL-83_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-83,patient
ALL-83_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-83,patient
ALL-83_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-83,patient
ETP-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ETP-1,patient
ETP-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ETP-1,patient
ETP-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ETP-1,patient
ETP-6_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ETP-6,patient
ETP-6_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ETP-6,patient
ETP-6_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ETP-6,patient
PAMDRM_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PAMDRM,patient
PAMDRM_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PAMDRM,patient
PAMDRM_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PAMDRM,patient
ETP-4_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ETP-4,patient
ETP-4_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ETP-4,patient
ETP-4_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ETP-4,patient
ALL-47_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-47,patient
ALL-47_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-47,patient
ALL-47_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-47,patient
ALL-108_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-108,patient
ALL-108_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-108,patient
ALL-108_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-108,patient
ALL-122_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-122,patient
ALL-122_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-122,patient
ALL-122_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-122,patient
PAKYEP_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PAKYEP,patient
PAKYEP_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PAKYEP,patient
PAKYEP_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PAKYEP,patient
ALL-75_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-75,patient
ALL-75_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-75,patient
ALL-75_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-75,patient
ALL-84_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-84,patient
ALL-84_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-84,patient
ALL-84_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-84,patient
ALL-59_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-59,patient
ALL-59_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-59,patient
ALL-59_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-59,patient
ALL-90_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-90,patient
ALL-90_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-90,patient
ALL-90_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-90,patient
ALL-30_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-30,patient
ALL-30_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-30,patient
ALL-30_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-30,patient
ALL-87_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-87,patient
ALL-87_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-87,patient
ALL-87_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-87,patient
ALL-32_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-32,patient
ALL-32_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-32,patient
ALL-32_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-32,patient
PALJDL_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PALJDL,patient
PALJDL_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PALJDL,patient
PALJDL_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PALJDL,patient
PALTWS_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PALTWS,patient
PALTWS_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PALTWS,patient
PALTWS_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PALTWS,patient
PALKTY_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PALKTY,patient
PALKTY_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PALKTY,patient
PALKTY_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PALKTY,patient
ALL-116_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-116,patient
ALL-116_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-116,patient
ALL-116_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-116,patient
ALL-11_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-11,patient
ALL-11_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-11,patient
ALL-11_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-11,patient
ALL-51_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-51,patient
ALL-51_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-51,patient
ALL-51_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-51,patient
ALL-94_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-94,patient
ALL-94_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-94,patient
ALL-94_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-94,patient
ALL-26_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-26,patient
ALL-26_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-26,patient
ALL-26_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-26,patient
PAKVKK_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,PAKVKK,patient
PAKVKK_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,PAKVKK,patient
PAKVKK_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,PAKVKK,patient
ALL-91_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-91,patient
ALL-91_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-91,patient
ALL-91_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-91,patient
ALL-07_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-07,patient
ALL-07_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-07,patient
ALL-07_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-07,patient
ALL-04_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-04,patient
ALL-04_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-04,patient
ALL-04_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-04,patient
MLL-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,MLL-1,patient
MLL-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,MLL-1,patient
MLL-1_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,MLL-1,patient
ALL-39_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-39,patient
ALL-39_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-39,patient
ALL-39_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-39,patient
MLL-3_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,MLL-3,patient
MLL-3_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,MLL-3,patient
MLL-3_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,MLL-3,patient
ALL-29_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-29,patient
ALL-29_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-29,patient
ALL-29_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-29,patient
ALL-63_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-63,patient
ALL-63_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-63,patient
ALL-63_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-63,patient
MLL-7_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,MLL-7,patient
MLL-7_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,MLL-7,patient
MLL-7_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,MLL-7,patient
ALL-106_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-106,patient
ALL-106_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-106,patient
ALL-106_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-106,patient
ALL-55_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-55,patient
ALL-55_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-55,patient
ALL-55_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-55,patient
ALL-58_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,mutation_WES,ALL-58,patient
ALL-58_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,copy_number_alteration_targeted_capture,ALL-58,patient
ALL-58_P,mutation_WES,mut,CCIA,mutation,Illumina HiSeq 2000,WES,expression_RNA-Seq,ALL-58,patient
