image_data_points,molecular_data_biomarker,molecular_data_cna,molecular_data_expression,molecular_data_immunemarker,molecular_data_mut,molecular_data_points_total,model_type_cell_line,model_type_organoid,model_type_other,model_type_total,sample_type_cell,sample_type_patient,sample_type_total,release,provider,treatment_data_points,model_type_pdx,sample_type_xenograft,drug_data_points
0,0,0,0,0,0,0,2376,981,38,7810,0,0,0,PDCM_DR_v6.5,PMLB-Organoid,0,4415,0,0
103,123,5213578,3882240,105,20120,9116269,2376,1097,38,7926,998,18,1016,PDCM_DR_v6.5,SANG,0,4415,0,0
796,0,28,0,678,527307,528809,2376,1097,38,8212,0,67,2007,PDCM_DR_v6.5,SJCRH,0,4701,1940,0
0,94,0,0,0,10,192,2376,1097,38,8243,0,18,31,PDCM_DR_v6.5,TRACE,80,4732,13,8
0,0,0,0,0,0,0,2376,1097,38,8270,0,0,0,PDCM_DR_v6.5,UCD,0,4759,0,0
0,0,0,0,0,0,0,2376,1097,38,8278,0,0,0,PDCM_DR_v6.5,UMCG,0,4767,0,0
0,0,0,0,0,0,0,2376,1264,38,8445,0,0,0,PDCM_DR_v6.5,UMCU,0,4767,0,0
0,240,1020326,595188,0,7994,1623858,2376,1264,38,8504,0,151,326,PDCM_DR_v6.5,UOC-BC,110,4826,175,0
0,102,0,402940,0,204,403286,2376,1264,38,8516,0,12,53,PDCM_DR_v6.5,UOM-BC,40,4838,41,0
0,23,0,0,0,0,23,2376,1264,38,8523,0,2,9,PDCM_DR_v6.5,VHIO-BC,0,4845,7,0
0,0,0,0,0,299,299,2376,1264,38,8597,0,0,4,PDCM_DR_v6.5,VHIO-CRC,0,4919,4,0
0,0,0,0,0,0,0,2376,1264,38,8640,0,0,0,PDCM_DR_v6.5,VHIO-PC,0,4962,0,0
22,25,545607,727920,15,5383,1278972,2376,1279,38,8655,147,6,153,PDCM_DR_v6.5,WCMC,0,4962,0,0
0,0,0,0,0,0,0,2376,1279,38,8774,0,0,0,PDCM_DR_v6.5,WUSTL,0,5081,0,0
0,0,0,0,0,0,0,2376,1279,38,9031,0,0,0,PDCM_DR_v6.5,Wistar-MDAnderson-Penn,0,5338,0,0
